-41,14:25:17.086279
RSSI,Timestamp
-43,14:25:17.090435
RSSI,Timestamp
-47,14:25:17.094577
RSSI,Timestamp
-42,14:25:17.098521
RSSI,Timestamp
-42,14:25:17.102495
RSSI,Timestamp
-45,14:25:17.108847
RSSI,Timestamp
-52,14:25:17.113784
RSSI,Timestamp
-46,14:25:17.118218
RSSI,Timestamp
-36,14:25:17.135607
RSSI,Timestamp
-36,14:25:17.141685
RSSI,Timestamp
-50,14:25:17.147639
RSSI,Timestamp
-37,14:25:17.151983
RSSI,Timestamp
-49,14:25:17.156342
RSSI,Timestamp
-50,14:25:17.162386
RSSI,Timestamp
-22,14:25:17.168280
RSSI,Timestamp
-36,14:25:17.172607
RSSI,Timestamp
-51,14:25:17.177485
RSSI,Timestamp
-42,14:25:17.182265
RSSI,Timestamp
-69,14:25:17.187057
RSSI,Timestamp
-56,14:25:17.192051
RSSI,Timestamp
-50,14:25:17.197376
RSSI,Timestamp
-49,14:25:17.206823
RSSI,Timestamp
-36,14:25:17.232679
RSSI,Timestamp
-36,14:25:17.247833
RSSI,Timestamp
-38,14:25:17.258372
RSSI,Timestamp
-24,14:25:17.262883
RSSI,Timestamp
-36,14:25:17.267368
RSSI,Timestamp
-58,14:25:17.271897
RSSI,Timestamp
-57,14:25:17.276996
RSSI,Timestamp
-51,14:25:17.281232
RSSI,Timestamp
-48,14:25:17.285688
RSSI,Timestamp
-52,14:25:17.289929
RSSI,Timestamp
-26,14:25:17.293902
RSSI,Timestamp
-36,14:25:17.299949
RSSI,Timestamp
-49,14:25:17.306119
RSSI,Timestamp
-48,14:25:17.311588
RSSI,Timestamp
-48,14:25:17.318107
RSSI,Timestamp
-48,14:25:17.323736
RSSI,Timestamp
-52,14:25:17.327620
RSSI,Timestamp
-48,14:25:17.331776
RSSI,Timestamp
-47,14:25:17.337688
RSSI,Timestamp
-57,14:25:17.343371
RSSI,Timestamp
-52,14:25:17.348947
RSSI,Timestamp
-54,14:25:17.353933
RSSI,Timestamp
-51,14:25:17.360233
RSSI,Timestamp
-47,14:25:17.366636
RSSI,Timestamp
-36,14:25:17.380671
RSSI,Timestamp
-36,14:25:17.385651
RSSI,Timestamp
-64,14:25:17.392126
RSSI,Timestamp
-58,14:25:17.397037
RSSI,Timestamp
-53,14:25:17.401398
RSSI,Timestamp
-47,14:25:17.406028
RSSI,Timestamp
-48,14:25:17.411009
RSSI,Timestamp
-45,14:25:17.416698
RSSI,Timestamp
-50,14:25:17.422058
RSSI,Timestamp
-49,14:25:17.427303
RSSI,Timestamp
-49,14:25:17.432760
RSSI,Timestamp
-49,14:25:17.438622
RSSI,Timestamp
-49,14:25:17.443587
RSSI,Timestamp
-51,14:25:17.449112
RSSI,Timestamp
-50,14:25:17.455193
RSSI,Timestamp
-44,14:25:17.459487
RSSI,Timestamp
-36,14:25:17.471033
RSSI,Timestamp
-49,14:25:17.475474
RSSI,Timestamp
-49,14:25:17.481343
RSSI,Timestamp
-44,14:25:17.486164
RSSI,Timestamp
-56,14:25:17.491866
RSSI,Timestamp
-49,14:25:17.496129
RSSI,Timestamp
-51,14:25:17.501106
RSSI,Timestamp
-49,14:25:17.506174
RSSI,Timestamp
-49,14:25:17.512224
RSSI,Timestamp
-49,14:25:17.517902
RSSI,Timestamp
-47,14:25:17.525307
RSSI,Timestamp
-47,14:25:17.531323
RSSI,Timestamp
-47,14:25:17.537879
RSSI,Timestamp
-48,14:25:17.544460
RSSI,Timestamp
-48,14:25:17.552005
RSSI,Timestamp
-38,14:25:17.561908
RSSI,Timestamp
-36,14:25:17.577581
RSSI,Timestamp
-34,14:25:17.590116
RSSI,Timestamp
-46,14:25:17.594574
RSSI,Timestamp
-46,14:25:17.598448
RSSI,Timestamp
-50,14:25:17.602356
RSSI,Timestamp
-50,14:25:17.606694
RSSI,Timestamp
-40,14:25:17.611010
RSSI,Timestamp
-38,14:25:17.620055
RSSI,Timestamp
-46,14:25:17.625179
RSSI,Timestamp
-49,14:25:17.630584
RSSI,Timestamp
-47,14:25:17.636828
RSSI,Timestamp
-46,14:25:17.644039
RSSI,Timestamp
-46,14:25:17.651041
RSSI,Timestamp
-46,14:25:17.656324
RSSI,Timestamp
-34,14:25:17.673910
RSSI,Timestamp
-41,14:25:17.678520
RSSI,Timestamp
-36,14:25:17.689736
RSSI,Timestamp
-36,14:25:17.701364
RSSI,Timestamp
-49,14:25:17.705498
RSSI,Timestamp
-34,14:25:17.716819
RSSI,Timestamp
-46,14:25:17.721204
RSSI,Timestamp
-63,14:25:17.726477
RSSI,Timestamp
-34,14:25:17.741754
RSSI,Timestamp
-40,14:25:17.746889
RSSI,Timestamp
-57,14:25:17.753130
RSSI,Timestamp
-49,14:25:17.759436
RSSI,Timestamp
-46,14:25:17.766447
RSSI,Timestamp
-47,14:25:17.771287
RSSI,Timestamp
-47,14:25:17.776812
RSSI,Timestamp
-51,14:25:17.781854
RSSI,Timestamp
-47,14:25:17.786805
RSSI,Timestamp
-36,14:25:17.798820
RSSI,Timestamp
-48,14:25:17.802806
RSSI,Timestamp
-48,14:25:17.806844
RSSI,Timestamp
-56,14:25:17.811104
RSSI,Timestamp
-42,14:25:17.820691
RSSI,Timestamp
-41,14:25:17.826418
RSSI,Timestamp
-49,14:25:17.831639
RSSI,Timestamp
-44,14:25:17.838741
RSSI,Timestamp
-48,14:25:17.845394
RSSI,Timestamp
-51,14:25:17.851465
RSSI,Timestamp
-48,14:25:17.857916
RSSI,Timestamp
-47,14:25:17.863708
RSSI,Timestamp
-47,14:25:17.868695
RSSI,Timestamp
-47,14:25:17.874395
RSSI,Timestamp
-47,14:25:17.879719
RSSI,Timestamp
-48,14:25:17.884427
RSSI,Timestamp
-49,14:25:17.888974
RSSI,Timestamp
-46,14:25:17.893120
RSSI,Timestamp
-49,14:25:17.897976
RSSI,Timestamp
-46,14:25:17.902299
RSSI,Timestamp
-49,14:25:17.906650
RSSI,Timestamp
-46,14:25:17.910512
RSSI,Timestamp
-49,14:25:17.914585
RSSI,Timestamp
-45,14:25:17.918824
RSSI,Timestamp
-46,14:25:17.922811
RSSI,Timestamp
-40,14:25:17.931346
RSSI,Timestamp
-46,14:25:17.937472
RSSI,Timestamp
-50,14:25:17.943133
RSSI,Timestamp
-40,14:25:17.954747
RSSI,Timestamp
-46,14:25:17.960325
RSSI,Timestamp
-46,14:25:17.965955
RSSI,Timestamp
-46,14:25:17.972057
RSSI,Timestamp
-48,14:25:17.978386
RSSI,Timestamp
-40,14:25:17.987544
RSSI,Timestamp
-36,14:25:17.999865
RSSI,Timestamp
-52,14:25:18.006512
RSSI,Timestamp
-43,14:25:18.011249
RSSI,Timestamp
-45,14:25:18.015532
RSSI,Timestamp
-46,14:25:18.021980
RSSI,Timestamp
-43,14:25:18.027450
RSSI,Timestamp
-42,14:25:18.032952
RSSI,Timestamp
-46,14:25:18.038735
RSSI,Timestamp
-57,14:25:18.043942
RSSI,Timestamp
-45,14:25:18.051806
RSSI,Timestamp
-44,14:25:18.057702
RSSI,Timestamp
-67,14:25:18.062455
RSSI,Timestamp
-45,14:25:18.069596
RSSI,Timestamp
-45,14:25:18.076703
RSSI,Timestamp
-56,14:25:18.084186
RSSI,Timestamp
-44,14:25:18.089457
RSSI,Timestamp
-36,14:25:18.101782
RSSI,Timestamp
-50,14:25:18.106195
RSSI,Timestamp
-52,14:25:18.110453
RSSI,Timestamp
-48,14:25:18.114463
RSSI,Timestamp
-48,14:25:18.118694
RSSI,Timestamp
-45,14:25:18.122907
RSSI,Timestamp
-48,14:25:18.126938
RSSI,Timestamp
-46,14:25:18.131245
RSSI,Timestamp
-48,14:25:18.137523
RSSI,Timestamp
-47,14:25:18.143035
RSSI,Timestamp
-49,14:25:18.149401
RSSI,Timestamp
-54,14:25:18.173046
RSSI,Timestamp
-47,14:25:18.179633
RSSI,Timestamp
-53,14:25:18.185854
RSSI,Timestamp
-43,14:25:18.192967
RSSI,Timestamp
-48,14:25:18.202162
RSSI,Timestamp
-36,14:25:18.209760
RSSI,Timestamp
-48,14:25:18.220997
RSSI,Timestamp
-52,14:25:18.228038
RSSI,Timestamp
-48,14:25:18.235371
RSSI,Timestamp
-49,14:25:18.240045
RSSI,Timestamp
-48,14:25:18.244193
RSSI,Timestamp
-48,14:25:18.250125
RSSI,Timestamp
-47,14:25:18.255310
RSSI,Timestamp
-50,14:25:18.260660
RSSI,Timestamp
-58,14:25:18.266918
RSSI,Timestamp
-45,14:25:18.272348
RSSI,Timestamp
-56,14:25:18.276994
RSSI,Timestamp
-50,14:25:18.281094
RSSI,Timestamp
-52,14:25:18.285518
RSSI,Timestamp
-60,14:25:18.289834
RSSI,Timestamp
-57,14:25:18.294635
RSSI,Timestamp
-50,14:25:18.300237
RSSI,Timestamp
-38,14:25:18.321320
RSSI,Timestamp
-50,14:25:18.327389
RSSI,Timestamp
-46,14:25:18.333684
RSSI,Timestamp
-49,14:25:18.340396
RSSI,Timestamp
-48,14:25:18.347182
RSSI,Timestamp
-49,14:25:18.353090
RSSI,Timestamp
-49,14:25:18.358135
RSSI,Timestamp
-38,14:25:18.362029
RSSI,Timestamp
-36,14:25:18.366003
RSSI,Timestamp
-36,14:25:18.369970
RSSI,Timestamp
-49,14:25:18.374166
RSSI,Timestamp
-45,14:25:18.378171
RSSI,Timestamp
-49,14:25:18.382113
RSSI,Timestamp
-52,14:25:18.386379
RSSI,Timestamp
-51,14:25:18.390585
RSSI,Timestamp
-51,14:25:18.396277
RSSI,Timestamp
-52,14:25:18.401441
RSSI,Timestamp
-49,14:25:18.406889
RSSI,Timestamp
-48,14:25:18.411367
RSSI,Timestamp
-48,14:25:18.415822
RSSI,Timestamp
-51,14:25:18.420674
RSSI,Timestamp
-48,14:25:18.424287
RSSI,Timestamp
-56,14:25:18.428976
RSSI,Timestamp
-54,14:25:18.435407
RSSI,Timestamp
-56,14:25:18.442879
RSSI,Timestamp
-57,14:25:18.449551
RSSI,Timestamp
-52,14:25:18.458176
RSSI,Timestamp
-55,14:25:18.463102
RSSI,Timestamp
-55,14:25:18.468070
RSSI,Timestamp
-49,14:25:18.473457
RSSI,Timestamp
-50,14:25:18.478751
RSSI,Timestamp
-42,14:25:18.484908
RSSI,Timestamp
-54,14:25:18.490667
RSSI,Timestamp
-55,14:25:18.496280
RSSI,Timestamp
-48,14:25:18.500973
RSSI,Timestamp
-48,14:25:18.507392
RSSI,Timestamp
-55,14:25:18.512850
RSSI,Timestamp
-68,14:25:18.519928
RSSI,Timestamp
-49,14:25:18.526160
RSSI,Timestamp
-49,14:25:18.530686
RSSI,Timestamp
-50,14:25:18.535476
RSSI,Timestamp
-43,14:25:18.540837
RSSI,Timestamp
-49,14:25:18.545603
RSSI,Timestamp
-49,14:25:18.552275
RSSI,Timestamp
-50,14:25:18.558313
RSSI,Timestamp
-50,14:25:18.564495
RSSI,Timestamp
-49,14:25:18.568869
RSSI,Timestamp
-40,14:25:18.573024
RSSI,Timestamp
-49,14:25:18.577446
RSSI,Timestamp
-49,14:25:18.582092
RSSI,Timestamp
-36,14:25:18.586479
RSSI,Timestamp
-32,14:25:18.590993
RSSI,Timestamp
-48,14:25:18.595454
RSSI,Timestamp
-55,14:25:18.599753
RSSI,Timestamp
-52,14:25:18.604062
RSSI,Timestamp
-49,14:25:18.608460
RSSI,Timestamp
-48,14:25:18.612757
RSSI,Timestamp
-44,14:25:18.617144
RSSI,Timestamp
-46,14:25:18.621335
RSSI,Timestamp
-54,14:25:18.627434
RSSI,Timestamp
-49,14:25:18.631347
RSSI,Timestamp
-47,14:25:18.635217
RSSI,Timestamp
-46,14:25:18.639278
RSSI,Timestamp
-50,14:25:18.644648
RSSI,Timestamp
-50,14:25:18.650293
RSSI,Timestamp
-49,14:25:18.655923
RSSI,Timestamp
-46,14:25:18.661018
RSSI,Timestamp
-46,14:25:18.666812
RSSI,Timestamp
-44,14:25:18.675024
RSSI,Timestamp
-38,14:25:18.693702
RSSI,Timestamp
-46,14:25:18.701070
RSSI,Timestamp
-46,14:25:18.705822
RSSI,Timestamp
-44,14:25:18.713453
RSSI,Timestamp
-44,14:25:18.720316
RSSI,Timestamp
-46,14:25:18.727122
RSSI,Timestamp
-46,14:25:18.733303
RSSI,Timestamp
-46,14:25:18.738373
RSSI,Timestamp
-47,14:25:18.742918
RSSI,Timestamp
-43,14:25:18.750338
RSSI,Timestamp
-46,14:25:18.757236
RSSI,Timestamp
-46,14:25:18.762844
RSSI,Timestamp
-49,14:25:18.767333
RSSI,Timestamp
-46,14:25:18.771532
RSSI,Timestamp
-49,14:25:18.776073
RSSI,Timestamp
-46,14:25:18.780202
RSSI,Timestamp
-45,14:25:18.784426
RSSI,Timestamp
-36,14:25:18.797609
RSSI,Timestamp
-47,14:25:18.801605
RSSI,Timestamp
-47,14:25:18.805783
RSSI,Timestamp
-36,14:25:18.809669
RSSI,Timestamp
-46,14:25:18.813918
RSSI,Timestamp
-44,14:25:18.820112
RSSI,Timestamp
-56,14:25:18.825809
RSSI,Timestamp
-46,14:25:18.831499
RSSI,Timestamp
